,Unnamed: 0,id,text,month,year,sentiment,cleaned_text
265,265,R_1cCrhPoCXji5rzi,Everything,Aug,2024,neutral,
266,266,R_1VQpXywoa2LzL8F,Showing the current financing deal on lease,Aug,2024,neutral,show current financing deal lease
267,267,R_6ExXFmYGt1jHINt,Just a news story about a affordable electric vehicle,Aug,2024,neutral,news story affordable electric vehicle
268,268,R_3SphkV1MHR6bIKa,I read how Ford is contributing the most they can to society through bad inflation times.,Aug,2024,positive,read Ford contribute society bad inflation time .
269,269,R_7OcysBjtcBEI0BF,150 trucks,Aug,2024,neutral,150 truck
270,270,R_5Uhfwew9XHW16hC,"it was basically, advertising.",Aug,2024,neutral,"basically , advertising ."
271,271,R_7l027tgMTFVwSyB,All the time,Aug,2024,neutral,time
272,272,R_5vLgdvX0Z1M7nON,Best company in the country,Aug,2024,positive,good company country
273,273,R_14klFMqobESAnrf,I can’t recall,Aug,2024,neutral,recall
274,274,R_6a9SWI8Gmvso06b,tv f 150,Aug,2024,neutral,tv f 150
275,275,R_5gpXw3XCoLocX0A,Nothing really interesting,Aug,2024,negative,interesting
276,276,R_1NrFrtuBS3eRpHm,F-150 is still the best selling truck,Aug,2024,positive,F-150 good selling truck
277,277,R_6dQjEyUCjwO0pdo,About the efficiency from each of these models,Aug,2024,neutral,efficiency model
278,278,R_1ry5PH1KSXKtbCp,strong running vehicle,Aug,2024,positive,strong running vehicle
279,279,R_6DvBrhj3LSIBzAC,The new Maverick truck,Aug,2024,neutral,new maverick truck
280,280,R_6WD5ejKLa46dunf,f150 truck is leader in its field.,Aug,2024,positive,f150 truck leader field .
281,281,R_61HsNFWFXweUdPw,Production schedule models,Aug,2024,neutral,production schedule model
282,282,R_7J5lLue8xoxR9Wd,Cannot remember,Aug,2024,neutral,remember
283,283,R_39d3MdQsx8RVDxL,The story was that they were announcing the new Ford Explorer,Aug,2024,neutral,story announce new Ford Explorer
284,284,R_77sCi2XhuZNfx5H,It was about how the Biden Administration had caused Ford to lose over 4 billion dollars.,Aug,2024,negative,Biden Administration cause Ford lose 4 billion dollar .
285,285,R_1p3WEs0xAiSVxcJ,Just thier general  earning,Aug,2024,neutral,thi general   earn
286,286,R_77DS1Cd9dJ0mFZY,Investors in the Ford Motor Company are trying to contact lawyers before early October to discuss their rights.,Aug,2024,negative,investor Ford Motor Company try contact lawyer early October discuss right .
287,287,R_8frG9FWbCJ7UfVd,About the latest vehicle with great technological advancements,Aug,2024,positive,late vehicle great technological advancement
288,288,R_5RsDul34pbE13Sa,,Aug,2024,neutral,nan
289,289,R_5MZkLbWP3g81EVq,very well,Aug,2024,positive,
290,290,R_3R8taudwJnEM9jX,Trustworthy and realizable with quality service and unique value,Aug,2024,positive,Trustworthy realizable quality service unique value
291,291,R_30jgF9NFGMttv6t,Trusted Company,Aug,2024,positive,trust Company
292,292,R_2J94o2cv3g33TjM,The overall quality is great,Aug,2024,positive,overall quality great
293,293,R_6rA57FaZ8ahgnI9,Just commercials,Aug,2024,neutral,commercial
294,294,R_1Gm6rXlsetVnaI9,Good,Aug,2024,positive,good
295,295,R_6wTAOKP1uDgZOOs,Their new EV vehicles,Aug,2024,neutral,new EV vehicle
296,296,R_3dGhamk8MsL3R6j,They are a leading,Aug,2024,positive,lead
297,297,R_3Aw1SC9WcApJinf,they have a new line of vehicles,Aug,2024,neutral,new line vehicle
298,298,R_1JZqSKPpO6NyIrn,The product and how it performed,Aug,2024,neutral,product perform
299,299,R_1Xh7vBKQ0VhEtnL,How they were done making cars,Aug,2024,negative,make car
300,300,R_12GiUsPskhC4GsQ,There was a delay in Ford building an EV battery plant in Kentucky,Aug,2024,negative,delay Ford build EV battery plant Kentucky
301,301,R_5ZBDNZD5Dd0tPJD,Commercial ads on TV showing the lates vehicles with their features and powertrains.,Aug,2024,neutral,commercial ad tv show late vehicle feature powertrain .
302,302,R_5MlnU3DNPU6kGAN,Ford is working on 0 emmissions by 2052,Aug,2024,positive,Ford work 0 emmission 2052
303,303,R_6FKX8snVM5BpTze,The new vehicles that are available this year.,Aug,2024,neutral,new vehicle available year .
304,304,R_7GDjgiN0gM06i1b,Ive heard about new vehicles available and the summer sales event through TV advertising,Aug,2024,neutral,ve hear new vehicle available summer sale event tv advertising
305,305,R_3RXktL7PgLcJR7j,Its all positive. I love the Ford motor Company,Aug,2024,positive,positive . love Ford motor Company
306,306,R_1hyDHVo1qQcTS4W,they are labor rich,Aug,2024,neutral,labor rich
307,307,R_1oi13yE90BqhkWZ,That Ford was beginning to do new things but also have a major recall on their cars.,Aug,2024,negative,Ford begin new thing major recall car .
308,308,R_5W5G9FFnDNAZDDb,Recalls,Aug,2024,negative,Recalls
309,309,R_6BZIExEkuWTy7fP,Products,Aug,2024,neutral,product
310,310,R_57ORiaSZ2isL60M,New cars coming out,Aug,2024,neutral,new car come
311,311,R_7HbEQMkN2yNrl78,New truck,Aug,2024,neutral,new truck
312,312,R_34GUM76eu3xLa84,The news is that Ford has reduced producation of the F-150 lighting electric pickup truck.,Aug,2024,negative,news Ford reduce producation F-150 lighting electric pickup truck .
313,313,R_7R3WBlrrpz7mSnW,Ad for a truck,Aug,2024,neutral,ad truck
314,314,R_750qYQkJuzedZ6h,Ford is doing better,Aug,2024,positive,Ford well
315,315,R_6k0yoRZdAeWjE4N,no sorry,Aug,2024,neutral,sorry
316,316,R_1oe8MxBsoHihMII,Power of the trucks,Aug,2024,positive,power truck
317,317,R_5MSN3YscYyg41lX,Laying off and closing some businesses,Aug,2024,negative,lay close business
318,318,R_3wHr4T10uuBdfyM,Air bag recall,Aug,2024,negative,air bag recall
319,319,R_5dJOPkq9gIb26aZ,Electric vehicles were to expensive to produce and sell,Aug,2024,negative,electric vehicle expensive produce sell
320,320,R_3sdKOWaRUDppmDm,It was about new products.,Aug,2024,neutral,new product .
321,321,R_1YoEYLA2iU4Dqj7,Story was anout delaying EV commitments,Aug,2024,negative,story anout delay EV commitment
322,322,R_3rphfl6qQxArTcQ,Advertising for their products,Aug,2024,neutral,advertise product
323,323,R_1jV6qG2cLghYIpm,that they are trying to have an all-electric fleet by 2030,Aug,2024,positive,try - electric fleet 2030
324,324,R_7iIKwsta7bMkxDL,a recall,Aug,2024,negative,recall
325,325,R_60SxTZKQJum22pE,Where Ford and Mazda has issued do-not-drive warnings for vehicles with takata airbags,Aug,2024,negative,Ford Mazda issue - - drive warning vehicle takata airbag
326,326,R_7yeAX8VzvDEAdrk,Was about the new model F150 coming out on how great it is.,Aug,2024,positive,new model f150 come great .
327,327,R_35GCuGgaodysvuh,The new mustang,Aug,2024,neutral,new mustang
328,328,R_1P4VXOaMDZsoHyU,New Ford trucks,Aug,2024,neutral,New Ford truck
329,329,R_3Cgrvwcj5aWtsw1,New vehicles,Aug,2024,neutral,new vehicle
330,330,R_7sobjz8AqO7B352,I dont remember,Aug,2024,neutral,nt remember
331,331,R_1qVtMcRkEuahz2X,Just having new cars out,Aug,2024,neutral,have new car
332,332,R_3IGh8pAf7c3qCJl,They are a great american company that is popular.,Aug,2024,positive,great american company popular .
333,333,R_5RfFEHNttzQOxw5,It was a recall notice on the news,Aug,2024,negative,recall notice news
334,334,R_6JemLOlcyCL4kGY,recall,Aug,2024,negative,recall
335,335,R_5RFn6gmkLS7kJ4l,How they are having engine problems,Aug,2024,negative,have engine problem
336,336,R_6JfoYMcWouFJQbI,They run only on regular gasoline,Aug,2024,neutral,run regular gasoline
337,337,R_6J3s7hhc2V1rIxY,Nothing about that you got to get back,Aug,2024,neutral,got
338,338,R_3IWBJufesJvdUhV,It was a documetary.,Aug,2024,neutral,documetary .
339,339,R_6ZuSqwA3FHmS8P7,I believe that the stock was headed towards a level decline.,Aug,2024,negative,believe stock head level decline .
340,340,R_6qJEvli3IDIyBDX,New cars and motors,Aug,2024,neutral,new car motor
341,341,R_7AaitUkpC0c0gLL,The new dark house being promoted rn,Aug,2024,neutral,new dark house promote rn
342,342,R_5gOym2rieVAd6dR,Trucks,Aug,2024,neutral,truck
343,343,R_5iWucA6bwZWfqEf,New technology on cars,Aug,2024,neutral,new technology car
344,344,R_12apOnxce2VAisB,A commercial,Aug,2024,neutral,commercial
345,345,R_37SiGcDJTV04Zrj,It was about their line of trucks,Aug,2024,neutral,line truck
346,346,R_6QxV8UpKjVcLJ4n,closing factory in Michigan,Aug,2024,negative,close factory Michigan
347,347,R_6Q6M3sQGMzE4Hst,Nothing,Aug,2024,neutral,
348,348,R_1FnZNrJKOwLurf3,"Not good, problem to produce ev cars",Aug,2024,negative,"good , problem produce ev car"
349,349,R_1I3K2m3GQudjzNj,I saw suv moving with full speed in a forest,Aug,2024,neutral,see suv move speed forest
350,350,R_2P67xoJKlUfMdmg,They update the cars,Aug,2024,neutral,update car
351,351,R_6ESVgezzjTVm7FU,How reliable their new cars versus old models are.,Aug,2024,neutral,reliable new car versus old model .
352,352,R_3mB6ci7Xzfybehj,,Aug,2024,neutral,nan
353,353,R_3F54GHEO4D7KDlY,Brand new vehicles,Aug,2024,neutral,brand new vehicle
354,354,R_5rcwfUFkT7TZFq1,Nothing new,Aug,2024,neutral,new
355,355,R_6QGy7EoSfzNbCeA,quality service,Aug,2024,positive,quality service
356,356,R_1HDQ79yDD2bWL3X,I heard about the new Coyote engine.,Aug,2024,neutral,hear new Coyote engine .
357,357,R_6IWsROmR5fZM79N,I was just reading up on the history of Ford and how it’s one of America’s top automotive companies,Aug,2024,positive,read history Ford America automotive company
358,358,R_3oFSyFskXouR9y1,It was just a commercial,Aug,2024,neutral,commercial
359,359,R_5Cp2V4tTdY1XodF,I read that kia is going to produce new SUV,Aug,2024,neutral,read kia go produce new SUV
360,360,R_3lGfJOoUmGQb2Cu,New cars that they are coming up with that’s what inheard,Aug,2024,neutral,new car come inheard
361,361,R_6h5sHHiDmZ99CSZ,Ford new mustang that is all ev as well as other models going ev soon,Aug,2024,positive,Ford new mustang ev model go ev soon
362,362,R_6kNPXUM9UIaWyTy,Yes,Aug,2024,neutral,yes
363,363,R_3IY7NuwCKivhmOQ,The are trying to full electric,Aug,2024,neutral,try electric
364,364,R_5g7uxGghhEe0wCZ,I heard that they are creating a brand new vehicle that will change cars forever,Aug,2024,positive,hear create brand new vehicle change car forever
365,365,R_6Kuy4snl81to0k0,Because i love it,Aug,2024,positive,love
366,366,R_7m2BVKKZE0CDPdO,Commercial,Aug,2024,neutral,commercial
367,367,R_64nANTQsB2piUQp,Well because its a reliable company and its a good way to help improve your vehicle.,Aug,2024,positive,reliable company good way help improve vehicle .
368,368,R_5zF9GCHpV5HeF6p,The maverick,Aug,2024,neutral,maverick
369,369,R_1v5wUx6kKsxvKrT,In an article published about Henry Ford,Aug,2024,neutral,article publish Henry Ford
370,370,R_6G6xy8SWBwNysNK,Good cars,Aug,2024,positive,good car
371,371,R_1fnYXojZWQtBrNv,"i enjoyed this a  lot,.",Aug,2024,positive,"enjoy   lot , ."
372,372,R_7lruTQZAb88DpwZ,"I saw an ad during a televised sport game.  I do not remember much of it, but I remember the logo.",Aug,2024,neutral,"see ad televise sport game .   remember , remember logo ."
373,373,R_3r08hQxqAo5HBw4,major air bag recall told drivers not to use their vehicles,Aug,2024,negative,major air bag recall tell driver use vehicle
374,374,R_50UavlHsqpXDuSd,The new vehicles theyre making,Aug,2024,neutral,new vehicle make
375,375,R_3xXo5NjDQ9EjXPK,About ford maverick,Aug,2024,neutral,ford maverick
376,376,R_3AKczkVYQqaJYSi,The news story was about Ford Motor Company introducing new vehicles.,Aug,2024,neutral,news story Ford Motor Company introduce new vehicle .
377,377,R_633WharqgwayMSJ,About easier in gas,Aug,2024,neutral,easy gas
378,378,R_31jsM4tdBFwadrW,Recalls,Aug,2024,negative,Recalls
379,379,R_5MrrCrNJAL4qx45,It was a story about some of the workers wanting to start a union,Aug,2024,neutral,story worker want start union
380,380,R_1huVllSa2HXeM5X,Ford strike is over and negotiations ended,Aug,2024,positive,Ford strike negotiation end
381,381,R_3GxKLKqj9VzAXpy,Several commercials.,Aug,2024,neutral,commercial .
382,382,R_7jr8lZ6gTfamHFD,New EV plant,Aug,2024,neutral,new EV plant
383,383,R_6zJ0EDwLspwQnD3,that the motor of ford territory are chinese and all the old models had problems with the direction,Aug,2024,negative,motor ford territory chinese old model problem direction
384,384,R_3FXgWiMoakGy5sB,No,Aug,2024,negative,
385,385,R_1F68rE1oHqhQwSd,New electric Ford,Aug,2024,neutral,new electric Ford
386,386,R_6W4HiDLHZBgIGSl,How ford is built to last,Aug,2024,positive,ford build
387,387,R_3lRpDKDmpK3gIYq,I saw a television advertisement showing trucks in the wilderness.,Aug,2024,neutral,see television advertisement show truck wilderness .
388,388,R_6LYlIYFjJwhAQtS,Good vehicle,Aug,2024,positive,good vehicle
389,389,R_1imMH42xvFezI6j,no,Aug,2024,negative,
390,390,R_37dLaaIFJ0BpWGd,There new trucks,Aug,2024,neutral,new truck
391,391,R_57kfmHJIXnrnxKh,New vehicles,Aug,2024,neutral,new vehicle
392,392,R_3Lxu2j5LG6EAjnj,How they plan on making a electric car one day,Aug,2024,positive,plan make electric car day
393,393,R_7XbB2jwDNUgCyfa,About trying to make their vehicles safer for the American consumer,Aug,2024,positive,try vehicle safe american consumer
394,394,R_7f0Breetu2PEXF0,That it is striving for excellence,Aug,2024,positive,strive excellence
395,395,R_7tf1CymZFsmB5zF,About there new evs,Aug,2024,neutral,new evs
396,396,R_1hFJ2QOqaZU3gh5,I read about Ford mustangs,Aug,2024,neutral,read Ford mustang
397,397,R_1QnD8O2FtX7M1TC,Tecnología,Aug,2024,neutral,Tecnología
398,398,R_6IafN6J41ERS50X,new truck,Aug,2024,neutral,new truck
399,399,R_5SpnFLc0KpfygXj,Nothing important,Aug,2024,neutral,important
400,400,R_1sXWMsCQIx1jYHa,,Aug,2024,neutral,nan
401,401,R_6r0WZ1ebNlk1Kal,I am feeling good.,Aug,2024,positive,feel good .
402,402,R_1PbmRuVT244ebS1,A quick advertisement for a newer model for sale,Aug,2024,neutral,quick advertisement new model sale
403,403,R_7Siy77nw8FRArUQ,About new cars there making,Aug,2024,neutral,new car make
404,404,R_3CZ0SHnD12oK3Mc,Google,Aug,2024,neutral,Google
405,405,R_7repVrk7GjhVkSK,Ford commercial  always pops up as a youtube add,Aug,2024,negative,Ford commercial   pop youtube add
406,406,R_5lREPMuybwZACGJ,Because i seen dealership,Aug,2024,neutral,see dealership
407,407,R_3rYRh9fZ5WgReF0,A loving story of a man helping a woman out with his ford f150 anf got her unstuck,Aug,2024,positive,love story man help woman ford f150 anf get unstuck
408,408,R_5L8965c1oLZ7jfq,New cars being released in 2025,Aug,2024,neutral,new car release 2025
409,409,R_3PWtiRgRw9OZ3ot,New car,Aug,2024,neutral,new car
410,410,R_70uVKza4SwNX5Tq,The overall quality is great,Aug,2024,positive,overall quality great
411,411,R_5LNYeRui1C9IliN,New truck about to be released,Aug,2024,neutral,new truck release
412,412,R_5QWCFbTCWD4aoHM,about a new truck being relesed,Aug,2024,neutral,new truck relese
413,413,R_1a8rFJaV5gP2UmA,Goid news.,Aug,2024,positive,goid news .
414,414,R_1Ops4P0RaLyo6oF,advertising about the new teritory walk,Aug,2024,neutral,advertise new teritory walk
415,415,R_6cwZMgtohZhbTi1,An article explaining new safety measures they incorporated into their vehicles that prevent car thefts. I forget the technology but it intrigued me as I spoke with friends who had their vehicles stolen some days prior.,Aug,2024,positive,article explain new safety measure incorporate vehicle prevent car theft . forget technology intrigue speak friend vehicle steal day prior .
416,416,R_3IblA0tLdIXYPAM,Just an ad,Aug,2024,neutral,ad
417,417,R_3D80FopjY58w8Wn,They are having major deals on cars,Aug,2024,positive,have major deal car
418,418,R_6jZiDpE0FWHDueZ,I don’t remember,Aug,2024,neutral,remember
419,419,R_3IZ6COQt2KHByjs,"Theyre losing much money on EVs, and have had many problems with expensive recalls.",Aug,2024,negative,"lose money ev , problem expensive recall ."
420,420,R_58wBD29peEmzngd,About a sale on all their new EV’s.,Aug,2024,positive,sale new EV .
421,421,R_6FRpnpC55Y3S9oV,That they were trying to change certain aspects of the company to make it more efficient.,Aug,2024,positive,try change certain aspect company efficient .
422,422,R_5qb1XaMc2cEqLtv,The new square body design on the aluminum body design on the truck series.,Aug,2024,neutral,new square body design aluminum body design truck series .
423,423,R_7iQR7nKqrkZM67T,Advertising new trucks,Aug,2024,neutral,advertise new truck
424,424,R_8gut0zutTkL0ZAd,Ads,Aug,2024,neutral,ad
425,425,R_16IfXfzVm4zJTqx,They are coming out with electric car,Aug,2024,neutral,come electric car
426,426,R_5vSgLJEaYSX2GgF,Their expanding,Aug,2024,neutral,expand
427,427,R_7yOTkYmPMzTKokV,it was an advertisement for their e-truck,Aug,2024,neutral,advertisement e - truck
428,428,R_4jOrGTHNWxUmaUX,Yes very good its very like,Aug,2024,positive,yes good like
429,429,R_3RLsTSOxBmzAxRD,Something about recalls on air bags,Aug,2024,negative,recall air bag
430,430,R_80uZ8rQqQ8kNATW,"Newest car, driving in snowy terrain.",Aug,2024,neutral,"new car , drive snowy terrain ."
431,431,R_61XjfTPWl3QUpOS,very well,Aug,2024,positive,
432,432,R_5KJgk7ND2L72449,No,Aug,2024,negative,
433,433,R_62masyXiuEX8QEH,It was about their end of sale,Aug,2024,negative,end sale
434,434,R_3UKWi2UG9Os2rD3,A new bronco,Aug,2024,neutral,new bronco
435,435,R_1bH48UjYSrSkACw,It is very unique,Aug,2024,positive,unique
436,436,R_6uVEd4jA5YH4xvj,I dont think they put the money on the phone with these,Aug,2024,negative,nt think money phone
437,437,R_12ssC6g24VRVfc5,Airbag recall,Aug,2024,negative,Airbag recall
438,438,R_1fp6yPKrXoTIn9I,I read that Lincoln was a reliable vehicle.,Aug,2024,positive,read Lincoln reliable vehicle .
439,439,R_6dS6GK85e4VwsW5,They bought the factory,Aug,2024,neutral,buy factory
440,440,R_2Ke3P8D92xUUjf3,Selection of new model vehicles,Aug,2024,neutral,selection new model vehicle
441,441,R_64AAeXa04Iowrh7,That they are top lead car company,Aug,2024,positive,lead car company
442,442,R_6vZTRZTZQyFbPSV,I heard ford is rolling out a new line of more affordable vehicles for damilies,Aug,2024,positive,hear ford roll new line affordable vehicle damilie
443,443,R_7CxADqFmcuI9H4R,I heard that the creator is racist,Aug,2024,negative,hear creator racist
444,444,R_1Vr85qAekGk7FQY,It’s about the new features in the new models,Aug,2024,neutral,new feature new model
445,445,R_1P52Lb9VxWCyQNB,There newest Sedan that is coming out,Aug,2024,neutral,new Sedan come
446,446,R_6UKLd2kBhZHCZwZ,Ford is required by federal law to make more electric vehicles.,Aug,2024,neutral,Ford require federal law electric vehicle .
447,447,R_5jp4oD3IffVPFyc,they are hiring more people,Aug,2024,positive,hire people
448,448,R_5YLprM6l9NtVkaJ,Very reliable,Aug,2024,positive,reliable
449,449,R_5k7NmuIZi1iy8Df,Nothing comes to mind,Aug,2024,neutral,come mind
450,450,R_3d6NgzydnReMm3d,Don’t remember,Aug,2024,neutral,remember
451,451,R_7En5Pnj6kMhMf60,just they are doing good.,Aug,2024,positive,good .
452,452,R_7cS0fSZVczP93ep,It good,Aug,2024,positive,good
453,453,R_6fUiMfNQGOcoaZH,That the technology is approving,Aug,2024,positive,technology approve
454,454,R_6P7NUla4U7w4Egi,Nascar,Aug,2024,neutral,Nascar
455,455,R_7QgFWVGI4h86Md9,It was about how good it was and their newest vehicle,Aug,2024,positive,good new vehicle
456,456,R_7odwPvAJEck1kci,"Ford is creating a new vehicle designed for law enforcement, coming out in 2025.",Aug,2024,neutral,"Ford create new vehicle design law enforcement , come 2025 ."
457,457,R_79nUyXE0V1WdiSw,New truck,Aug,2024,neutral,new truck
458,458,R_5PuiBH6XMPIaUep,"No, i dont remember",Aug,2024,neutral,", nt remember"
459,459,R_3pLwsDz562xzvcZ,Upcoming new vehicles,Aug,2024,neutral,upcoming new vehicle
460,460,R_6Xvd0Dle9NRLjlT,the only way i could be happy with the fact i can be a good friend is,Aug,2024,positive,way happy fact good friend
461,461,R_1wKybXgFyHxB72V,The accurate of the company,Aug,2024,neutral,accurate company
462,462,R_5gZLyc0k7FWuEMQ,I have read Ford is opening new factories.,Aug,2024,positive,read Ford open new factory .
463,463,R_5EKEGvgpdbpq0B9,Broadcst TV,Aug,2024,neutral,Broadcst TV
464,464,R_3L08IOkTBZszS6Q,Recalls,Aug,2024,negative,Recalls
465,465,R_7CjtekWx3UgBvrX,"Safety, technology, durability",Aug,2024,neutral,"safety , technology , durability"
466,466,R_7rLPlc0p1JFxJKh,About their new lineup of vehicles that is coming out,Aug,2024,neutral,new lineup vehicle come
467,467,R_6nCY5c1j1ZGUX9S,that it was exapanding,Aug,2024,neutral,exapande
468,468,R_3t9fVWP70zFU9iP,It has a good fit for motor that make a good fit because it ba sa good fit to make an s good offers to use their services to fit,Aug,2024,positive,good fit motor good fit ba sa good fit s good offer use service fit
469,469,R_1n0P0NNv5Ijvesp,Great,Aug,2024,positive,great
470,470,R_3P3eupNFhLpNxFT,No trucks out,Aug,2024,negative,truck
471,471,R_3xPUgaWXhF2HQCB,Something about a union,Aug,2024,neutral,union
